,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count
10885,1579989669395464193,Tell ‘em again Salley!!!!! #bachelorinparadise,Tell em again Salley bachelorinparadise,2022-10-12 00:17:46+00:00,Twitter for iPhone,0,0,2,0
10886,1579989668544020480,Salley is better than me cause I would’ve told both of them to mind their damn business  #BachelorinParadise https://t.co/cbV5YlII1x,Salley is better than me cause I would ve told both of them to mind their damn business BachelorinParadise,2022-10-12 00:17:46+00:00,Twitter for iPhone,0,0,0,0
10887,1579989666312646657,The guys are so desperate for a rose they're even trying to be with Fiasco Salley. #BachelorInParadise,The guys are so desperate for a rose they re even trying to be with Fiasco Salley BachelorInParadise,2022-10-12 00:17:45+00:00,Twitter Web App,0,0,0,0
10888,1579989662843965443,She has that right though! She just fucking got there  #BachelorInParadise,She has that right though She just fucking got there BachelorInParadise,2022-10-12 00:17:45+00:00,Twitter for iPhone,0,0,1,0
10889,1579989661640187904,salley came in and made some points u can’t deny that #bachelorinparadise,salley came in and made some points u can t deny that bachelorinparadise,2022-10-12 00:17:44+00:00,Twitter for iPhone,0,0,1,0
10890,1579989659450773504,"So now Gen and Shanae are besties? Mind you own business mean girls. This isn't like the shady goings on last year.

#BachelorInParadise",So now Gen and Shanae are besties Mind you own business mean girls This isn t like the shady goings on last year BachelorInParadise,2022-10-12 00:17:44+00:00,Twitter for Android,1,0,1,0
10891,1579989649959063552,genevieve is a such a bully omg🙄 #bip #bachelorinparadise,genevieve is a such a bully omg bip bachelorinparadise,2022-10-12 00:17:41+00:00,Twitter for iPhone,0,0,4,0
10892,1579989644078616576,Read them Salley!!#BachelorInParadise https://t.co/AiLLGW2NvC,Read them Salley BachelorInParadise,2022-10-12 00:17:40+00:00,Twitter for Android,0,0,6,0
10893,1579989637699088385,"#BachelorInParadise @BachParadise bachelorette Salley Carson: I'd sue ABC &amp; the show's producers if I could #TheBachelor #BachelorInParadise #BIP    
https://t.co/nAGf2uNpi9",BachelorInParadise bachelorette Salley Carson I d sue ABC amp the show s producers if I could TheBachelor BachelorInParadise BIP,2022-10-12 00:17:39+00:00,Twitter Web App,0,0,0,0
10894,1579989630371655680,“i’m here for ME! i’m here for my business!” exactly leave salley alone! #BachelorInParadise,i m here for ME i m here for my business exactly leave salley alone BachelorInParadise,2022-10-12 00:17:37+00:00,Twitter for iPhone,1,0,7,0
10895,1579989626345095169,shark Romeo… circling the female drama.  #Bachelorinparadise,shark Romeo circling the female drama Bachelorinparadise,2022-10-12 00:17:36+00:00,Twitter for iPhone,0,0,0,0
10896,1579989626164764673,🗣TELL THEM SALLEY‼️ 👏🏾 #BachelorInParadise #BIP,TELL THEM SALLEY BachelorInParadise BIP,2022-10-12 00:17:36+00:00,Twitter Web App,0,0,1,0
10897,1579989620284350467,"Genevieve and Shanene confronting Salley.
#BachelorInParadise https://t.co/cY68RzGM9K",Genevieve and Shanene confronting Salley BachelorInParadise,2022-10-12 00:17:34+00:00,Twitter for Android,0,0,7,0
10898,1579989608934563841,"They just needed a common enemy to get along 

#bip #BachelorInParadiseABC #bachelorinparadise https://t.co/2tgZ7YknUq",They just needed a common enemy to get along bip BachelorInParadiseABC bachelorinparadise,2022-10-12 00:17:32+00:00,Twitter for iPhone,2,1,58,1
10899,1579989608288620544,"""Right Reasons"" on #bachelorinparadise feels questionable. It's Paradise....",Right Reasons on bachelorinparadise feels questionable It s Paradise,2022-10-12 00:17:32+00:00,Twitter for Android,0,0,3,0
10900,1579989603469123586,"""My gut feeling was not to come.""

Does she have 4 guts?? Cause they told you no 3 times before.

#bachelorinparadise",My gut feeling was not to come Does she have 4 guts Cause they told you no 3 times before bachelorinparadise,2022-10-12 00:17:30+00:00,TweetDeck,3,1,25,0
10901,1579989601766477824,genevieve &amp; shanae teaming up on another girl is wild #BachelorInParadise,genevieve amp shanae teaming up on another girl is wild BachelorInParadise,2022-10-12 00:17:30+00:00,Twitter for iPhone,0,0,4,0
10902,1579989597110640642,I am rocking with the new shenae and Genevieve friendship #bachelorinparadise,I am rocking with the new shenae and Genevieve friendship bachelorinparadise,2022-10-12 00:17:29+00:00,Twitter for iPhone,0,0,3,0
10903,1579989593465982976,The best couple to come out of Paradise (besides Brandon and Serene) is Genevieve and Shanae  #BachelorInParadise https://t.co/lsGt3hTgfB,The best couple to come out of Paradise besides Brandon and Serene is Genevieve and Shanae BachelorInParadise,2022-10-12 00:17:28+00:00,Twitter for iPhone,0,0,16,0
10904,1579989592073469953,"The best casting decision this season 

#BachelorInParadise https://t.co/nXjYr0yYOz",The best casting decision this season BachelorInParadise,2022-10-12 00:17:28+00:00,Twitter for iPhone,12,33,514,4
10905,1579989591880523776,the right reasons police have made it to paradise 🚨 #BachelorInParadise,the right reasons police have made it to paradise BachelorInParadise,2022-10-12 00:17:28+00:00,Twitter Web App,0,0,2,0
10906,1579989588390850560,They bullied her off the beach after 10 minutes. Such mean girl behavior.  #BachelorInParadise,They bullied her off the beach after 10 minutes Such mean girl behavior BachelorInParadise,2022-10-12 00:17:27+00:00,Twitter for iPhone,1,0,19,0
10907,1579989579041767425,MIND YALL BUSINESS ITS NONE YALL DAMN BUSINESS #bachelorinparadise,MIND YALL BUSINESS ITS NONE YALL DAMN BUSINESS bachelorinparadise,2022-10-12 00:17:25+00:00,Twitter for iPhone,0,1,5,0
10908,1579989578173542400,Gen and Shan are both being bullies right now.  #BachelorInParadise,Gen and Shan are both being bullies right now BachelorInParadise,2022-10-12 00:17:24+00:00,Twitter for iPhone,0,0,5,0
10909,1579989577066254336,Are people surprised Shanae is being a bully AGAIN? #BachelorInParadise #BachelorInParadiseABC #BIP https://t.co/aYDFdfCmnO,Are people surprised Shanae is being a bully AGAIN BachelorInParadise BachelorInParadiseABC BIP,2022-10-12 00:17:24+00:00,Twitter for iPhone,0,1,20,0
10910,1579989576349011968,"me the one day a week I put on something other than sweatpants 

#BachelorInParadise #bip https://t.co/CaR6vjwzAW",me the one day a week I put on something other than sweatpants BachelorInParadise bip,2022-10-12 00:17:24+00:00,Twitter for iPhone,1,0,26,0
10911,1579989574000218115,Salley and reality tv are just not a match. Case closed #BachelorInParadise,Salley and reality tv are just not a match Case closed BachelorInParadise,2022-10-12 00:17:23+00:00,Twitter for iPhone,5,5,216,0
10912,1579989571462647809,"How does everyone know so much about people’s personal dirt from other seasons that they’re not even close to 😭like how does everyone know what happened with Salley before Clayton’s season began, we only got like a 1-2 minute exclusive clip on YouTube #bachelorinparadise",How does everyone know so much about people s personal dirt from other seasons that they re not even close to like how does everyone know what happened with Salley before Clayton s season began we only got like a 1 2 minute exclusive clip on YouTube bachelorinparadise,2022-10-12 00:17:23+00:00,Twitter for iPhone,0,1,0,0
10913,1579989570455994368,Salley honey why are we talking about dirt rn #BachelorInParadise,Salley honey why are we talking about dirt rn BachelorInParadise,2022-10-12 00:17:23+00:00,Twitter for iPhone,0,0,1,0
10914,1579989568262377472,WHOA SALLY IS MAKING ASSUMPTIONS WHEN SHES ONLY BEEN THERE FOR LESS AND AN HOUR #BachelorInParadise,WHOA SALLY IS MAKING ASSUMPTIONS WHEN SHES ONLY BEEN THERE FOR LESS AND AN HOUR BachelorInParadise,2022-10-12 00:17:22+00:00,Twitter for iPhone,1,0,0,0
10915,1579989568165908480,"Salley said: 

- J

#bip #BachelorInParadiseABC #BachelorInParadise https://t.co/lMjX64Odvi",Salley said J bip BachelorInParadiseABC BachelorInParadise,2022-10-12 00:17:22+00:00,Twitter for iPhone,1,0,2,0
